"";"EXT1";"EXT2";"EXT3";"EXT4";"EXT5";"EXT6";"EXT7";"EXT8";"EXT9";"EXT10";"EST1";"EST2";"EST3";"EST4";"EST5";"EST6";"EST7";"EST8";"EST9";"EST10";"AGR1";"AGR2";"AGR3";"AGR4";"AGR5";"AGR6";"AGR7";"AGR8";"AGR9";"AGR10";"CSN1";"CSN2";"CSN3";"CSN4";"CSN5";"CSN6";"CSN7";"CSN8";"CSN9";"CSN10";"OPN1";"OPN2";"OPN3";"OPN4";"OPN5";"OPN6";"OPN7";"OPN8";"OPN9";"OPN10"
"88";"2";"3";"2";"3";"3";"2";"3";"4";"1";"5";"4";"2";"5";"2";"3";"4";"4";"4";"3";"4";"1";"4";"1";"5";"2";"4";"2";"4";"5";"3";"2";"5";"3";"3";"1";"5";"3";"3";"1";"3";"5";"1";"5";"1";"4";"1";"5";"5";"4";"5"
"89";"4";"2";"4";"2";"5";"2";"4";"4";"4";"2";"3";"3";"4";"2";"2";"3";"3";"3";"2";"3";"1";"5";"2";"5";"5";"4";"2";"4";"5";"5";"4";"4";"5";"3";"2";"4";"4";"2";"3";"2";"4";"2";"4";"2";"4";"2";"4";"4";"4";"4"
"90";"2";"3";"3";"3";"2";"2";"1";"3";"2";"3";"4";"3";"5";"2";"4";"4";"2";"2";"3";"3";"2";"4";"1";"4";"2";"4";"1";"3";"3";"4";"5";"1";"4";"1";"3";"1";"5";"3";"5";"5";"4";"2";"4";"2";"4";"1";"5";"4";"3";"4"
"91";"3";"2";"4";"3";"4";"1";"4";"4";"3";"2";"4";"3";"5";"4";"3";"3";"4";"3";"3";"4";"5";"5";"1";"5";"1";"4";"1";"3";"5";"5";"3";"4";"2";"4";"3";"4";"3";"4";"2";"3";"4";"4";"4";"2";"2";"2";"5";"3";"5";"4"
"92";"1";"5";"1";"5";"1";"2";"1";"5";"1";"5";"4";"1";"5";"3";"1";"1";"1";"1";"5";"3";"1";"2";"2";"4";"2";"5";"2";"4";"4";"1";"5";"1";"5";"1";"2";"1";"5";"1";"5";"5";"5";"3";"3";"3";"4";"2";"5";"3";"5";"4"
"93";"3";"3";"2";"2";"1";"4";"2";"5";"2";"5";"2";"3";"3";"4";"4";"2";"1";"1";"3";"2";"4";"2";"1";"5";"2";"4";"2";"3";"4";"3";"3";"2";"4";"2";"4";"4";"2";"2";"3";"3";"3";"2";"4";"2";"4";"2";"5";"2";"2";"3"
"94";"3";"2";"2";"3";"3";"2";"3";"3";"4";"2";"2";"4";"2";"0";"3";"0";"1";"1";"1";"2";"1";"4";"1";"0";"2";"4";"2";"3";"2";"5";"2";"1";"3";"1";"5";"1";"0";"3";"4";"4";"4";"2";"0";"3";"3";"5";"0";"3";"4";"4"
"95";"5";"1";"3";"3";"4";"1";"5";"3";"3";"3";"4";"4";"5";"2";"1";"5";"3";"3";"3";"2";"3";"5";"4";"4";"1";"3";"1";"4";"4";"4";"3";"5";"4";"4";"1";"0";"1";"0";"1";"4";"5";"3";"5";"3";"4";"1";"5";"3";"4";"5"
"96";"1";"4";"1";"5";"2";"4";"1";"5";"1";"5";"5";"1";"5";"2";"4";"2";"4";"2";"2";"4";"1";"3";"1";"5";"1";"5";"4";"5";"5";"3";"4";"4";"2";"2";"4";"5";"5";"1";"4";"4";"2";"5";"2";"4";"1";"4";"2";"2";"5";"2"
"97";"3";"3";"2";"3";"2";"2";"4";"3";"4";"3";"4";"2";"4";"2";"3";"4";"4";"3";"4";"3";"1";"5";"2";"0";"2";"5";"2";"4";"5";"4";"2";"4";"5";"4";"1";"4";"3";"3";"2";"4";"4";"2";"4";"2";"2";"1";"4";"3";"4";"5"
"98";"4";"3";"5";"3";"4";"2";"4";"3";"5";"3";"5";"4";"5";"5";"2";"4";"1";"2";"4";"1";"1";"4";"3";"5";"2";"5";"2";"5";"5";"5";"3";"2";"4";"2";"2";"2";"4";"3";"4";"3";"3";"2";"3";"2";"4";"3";"4";"1";"5";"4"
"99";"2";"4";"3";"5";"1";"4";"2";"4";"2";"4";"4";"3";"4";"3";"2";"2";"2";"2";"3";"2";"3";"3";"2";"3";"3";"4";"3";"3";"3";"3";"3";"3";"4";"2";"3";"3";"3";"2";"2";"3";"4";"2";"2";"3";"3";"3";"3";"4";"3";"3"
"100";"3";"1";"3";"4";"4";"2";"4";"5";"1";"3";"5";"1";"5";"3";"1";"3";"3";"2";"4";"3";"1";"5";"1";"4";"2";"4";"2";"4";"4";"4";"5";"1";"3";"3";"5";"1";"4";"2";"5";"4";"5";"2";"4";"3";"4";"2";"5";"5";"4";"4"
"101";"1";"3";"3";"4";"3";"4";"2";"4";"2";"4";"4";"4";"3";"3";"4";"4";"4";"4";"4";"4";"4";"4";"2";"4";"3";"4";"4";"4";"4";"4";"3";"4";"4";"4";"2";"1";"3";"3";"4";"2";"3";"2";"3";"1";"3";"3";"5";"2";"4";"3"
"102";"3";"1";"4";"2";"5";"1";"4";"2";"4";"1";"4";"2";"4";"1";"4";"4";"2";"2";"4";"4";"1";"5";"3";"5";"1";"5";"1";"5";"5";"4";"2";"4";"5";"2";"1";"4";"2";"1";"3";"4";"5";"1";"5";"1";"4";"1";"4";"5";"5";"5"
"103";"5";"2";"1";"5";"4";"3";"3";"5";"2";"1";"5";"1";"3";"1";"5";"5";"1";"2";"5";"5";"1";"3";"1";"5";"2";"5";"0";"5";"5";"1";"2";"5";"5";"2";"5";"5";"5";"1";"1";"5";"5";"4";"5";"1";"5";"1";"1";"5";"5";"5"
"104";"2";"2";"4";"4";"2";"2";"4";"4";"2";"2";"4";"4";"4";"2";"4";"2";"2";"2";"4";"4";"2";"4";"2";"4";"2";"2";"2";"4";"2";"4";"3";"4";"4";"4";"2";"1";"4";"2";"4";"2";"4";"2";"4";"2";"3";"2";"4";"4";"4";"3"
"105";"3";"3";"3";"3";"2";"2";"2";"4";"3";"3";"5";"2";"5";"1";"4";"3";"3";"2";"2";"5";"3";"3";"2";"3";"3";"3";"3";"2";"3";"2";"1";"4";"2";"3";"2";"2";"2";"4";"1";"2";"3";"3";"4";"2";"3";"2";"3";"2";"2";"2"
"106";"3";"1";"4";"3";"4";"1";"2";"3";"3";"5";"4";"3";"5";"3";"4";"4";"3";"2";"3";"2";"1";"4";"2";"5";"1";"5";"2";"4";"4";"4";"3";"2";"4";"3";"2";"3";"4";"3";"4";"3";"4";"1";"4";"2";"4";"1";"4";"4";"4";"5"
"107";"1";"3";"4";"3";"3";"3";"3";"3";"3";"3";"4";"3";"3";"3";"1";"3";"3";"2";"2";"2";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"3";"1";"5";"1";"5";"1";"5";"1";"3";"5";"3";"1";"5";"1";"5";"1";"4";"3";"5";"5"
"108";"2";"4";"2";"4";"4";"4";"2";"5";"1";"4";"4";"2";"4";"2";"3";"3";"2";"2";"2";"4";"2";"4";"2";"4";"3";"4";"2";"4";"4";"4";"3";"3";"4";"2";"2";"4";"4";"3";"3";"4";"3";"2";"4";"1";"4";"2";"4";"3";"4";"4"
"109";"1";"3";"2";"4";"2";"4";"2";"4";"2";"4";"5";"2";"5";"2";"2";"3";"3";"4";"4";"4";"4";"3";"1";"3";"3";"3";"4";"3";"4";"2";"2";"4";"4";"3";"1";"3";"4";"2";"4";"3";"4";"2";"5";"2";"3";"1";"4";"3";"5";"4"
"110";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL"
"111";"2";"3";"2";"4";"2";"4";"4";"5";"1";"5";"5";"1";"5";"1";"3";"3";"4";"4";"4";"5";"5";"4";"2";"4";"2";"3";"2";"4";"4";"3";"4";"1";"5";"2";"3";"2";"4";"2";"4";"4";"4";"1";"5";"1";"3";"1";"3";"4";"5";"5"
"112";"1";"1";"2";"4";"2";"4";"2";"4";"2";"4";"2";"4";"2";"2";"4";"2";"4";"0";"3";"3";"2";"0";"3";"3";"4";"2";"4";"4";"2";"2";"2";"3";"4";"4";"2";"4";"2";"4";"4";"3";"2";"4";"3";"4";"2";"4";"2";"2";"3";"3"
"113";"2";"1";"5";"2";"4";"1";"5";"4";"3";"1";"4";"4";"4";"4";"1";"1";"2";"1";"2";"1";"1";"5";"2";"5";"1";"4";"1";"4";"4";"4";"2";"4";"5";"2";"1";"4";"2";"1";"4";"3";"3";"2";"4";"2";"2";"4";"4";"3";"5";"2"
"114";"4";"1";"5";"4";"5";"1";"2";"4";"4";"2";"5";"2";"4";"2";"1";"1";"1";"3";"2";"3";"2";"3";"5";"3";"3";"3";"3";"5";"3";"5";"4";"1";"5";"1";"1";"1";"4";"2";"1";"5";"3";"3";"5";"3";"5";"1";"4";"4";"3";"4"
"115";"2";"2";"4";"3";"2";"2";"2";"4";"4";"5";"3";"3";"5";"5";"3";"3";"3";"2";"2";"2";"1";"4";"2";"5";"4";"3";"1";"5";"3";"3";"2";"3";"4";"4";"2";"3";"4";"3";"4";"3";"4";"3";"3";"3";"4";"4";"3";"2";"3";"3"
"116";"2";"3";"3";"3";"3";"2";"3";"4";"3";"4";"2";"4";"4";"3";"2";"2";"2";"3";"2";"2";"2";"4";"2";"4";"2";"4";"2";"4";"4";"3";"4";"4";"5";"2";"4";"2";"5";"2";"4";"4";"5";"2";"3";"4";"5";"2";"4";"4";"2";"4"
"117";"3";"2";"3";"3";"3";"3";"2";"2";"4";"5";"4";"4";"4";"2";"5";"5";"5";"5";"5";"5";"1";"4";"5";"5";"2";"5";"2";"3";"5";"3";"3";"1";"5";"2";"1";"5";"4";"4";"1";"3";"3";"4";"3";"4";"4";"3";"4";"2";"4";"4"
"118";"4";"2";"3";"2";"5";"1";"3";"1";"5";"4";"3";"4";"5";"1";"3";"2";"3";"2";"2";"4";"1";"5";"4";"5";"1";"5";"1";"3";"4";"3";"2";"4";"5";"3";"1";"3";"2";"2";"1";"3";"2";"1";"3";"1";"4";"2";"3";"2";"4";"4"
"119";"3";"3";"4";"2";"4";"2";"4";"4";"4";"2";"2";"3";"3";"0";"2";"2";"2";"2";"2";"2";"1";"4";"1";"4";"2";"4";"2";"4";"3";"4";"4";"3";"4";"2";"3";"4";"4";"2";"4";"4";"2";"2";"2";"4";"4";"2";"4";"3";"4";"3"
"120";"2";"5";"3";"4";"2";"2";"1";"2";"1";"5";"1";"5";"2";"5";"3";"2";"3";"2";"4";"1";"4";"4";"1";"2";"4";"4";"4";"4";"3";"2";"3";"2";"3";"1";"4";"2";"4";"1";"2";"4";"4";"1";"3";"1";"5";"2";"5";"4";"5";"5"
"121";"4";"2";"4";"2";"4";"2";"3";"3";"3";"4";"3";"4";"4";"3";"3";"2";"4";"2";"4";"2";"3";"3";"4";"3";"3";"2";"3";"4";"2";"3";"2";"5";"2";"4";"1";"4";"3";"3";"2";"3";"2";"3";"1";"4";"3";"5";"4";"2";"4";"3"
"122";"3";"2";"4";"2";"4";"2";"4";"3";"4";"2";"4";"3";"4";"2";"2";"3";"5";"3";"3";"3";"1";"5";"1";"4";"1";"5";"1";"4";"5";"4";"3";"3";"5";"2";"2";"1";"4";"2";"4";"3";"2";"2";"3";"2";"4";"2";"3";"2";"4";"3"
"123";"1";"5";"1";"5";"2";"1";"1";"4";"2";"5";"3";"4";"2";"4";"3";"2";"2";"2";"4";"2";"5";"2";"3";"2";"2";"1";"5";"2";"2";"3";"4";"3";"4";"2";"4";"5";"5";"2";"4";"4";"5";"2";"5";"2";"4";"1";"3";"5";"5";"4"
"124";"1";"3";"1";"5";"1";"3";"1";"5";"1";"5";"3";"5";"1";"5";"1";"1";"1";"1";"1";"1";"3";"0";"3";"2";"1";"0";"5";"1";"1";"2";"1";"5";"5";"4";"1";"5";"5";"3";"1";"5";"3";"1";"5";"1";"5";"1";"5";"3";"5";"5"
"125";"2";"4";"4";"4";"3";"2";"1";"4";"1";"5";"3";"4";"4";"1";"4";"4";"0";"2";"4";"4";"1";"5";"1";"5";"2";"4";"2";"5";"5";"4";"3";"1";"5";"2";"1";"2";"5";"2";"5";"4";"2";"2";"3";"2";"5";"2";"2";"3";"5";"4"
"126";"2";"4";"3";"3";"4";"2";"3";"3";"3";"3";"2";"4";"3";"3";"2";"2";"4";"2";"2";"2";"2";"4";"3";"4";"1";"3";"2";"4";"4";"3";"4";"2";"4";"2";"4";"1";"3";"2";"4";"5";"4";"1";"5";"1";"5";"1";"4";"2";"4";"4"
"127";"4";"3";"4";"1";"4";"2";"4";"4";"3";"3";"1";"3";"3";"1";"1";"1";"3";"2";"3";"5";"1";"4";"1";"4";"2";"3";"1";"4";"3";"4";"4";"1";"5";"1";"4";"1";"4";"1";"4";"4";"5";"1";"5";"1";"4";"1";"5";"5";"5";"5"
"128";"3";"1";"4";"2";"3";"2";"3";"4";"3";"3";"2";"4";"1";"3";"3";"1";"3";"1";"3";"1";"4";"3";"3";"3";"3";"3";"2";"3";"2";"3";"4";"4";"4";"1";"4";"2";"4";"2";"3";"3";"3";"2";"3";"2";"3";"3";"4";"3";"2";"4"
"129";"3";"3";"3";"4";"3";"2";"4";"4";"2";"4";"5";"3";"4";"2";"3";"4";"3";"3";"4";"4";"1";"4";"4";"4";"3";"3";"2";"4";"4";"3";"4";"3";"5";"2";"3";"2";"3";"3";"3";"3";"4";"1";"4";"2";"4";"2";"5";"3";"5";"4"
"130";"3";"2";"3";"2";"3";"3";"3";"3";"3";"4";"3";"3";"4";"3";"1";"1";"3";"2";"2";"4";"1";"5";"2";"5";"1";"3";"1";"4";"4";"3";"3";"2";"3";"2";"3";"2";"4";"2";"4";"3";"2";"1";"4";"1";"3";"1";"4";"3";"4";"4"
"131";"2";"1";"3";"3";"5";"1";"2";"1";"2";"1";"4";"3";"4";"3";"2";"3";"3";"3";"3";"3";"3";"4";"4";"3";"3";"2";"3";"3";"3";"4";"4";"1";"5";"4";"3";"4";"4";"1";"5";"4";"3";"1";"5";"1";"5";"1";"5";"1";"4";"5"
"132";"1";"4";"3";"4";"2";"3";"2";"4";"2";"4";"3";"3";"4";"2";"4";"3";"2";"2";"4";"2";"2";"3";"1";"4";"3";"4";"3";"3";"4";"3";"3";"2";"3";"2";"3";"3";"4";"2";"3";"3";"3";"3";"3";"3";"2";"4";"3";"2";"3";"2"
"133";"1";"4";"2";"5";"2";"3";"1";"5";"1";"5";"3";"3";"4";"3";"1";"3";"3";"3";"2";"2";"1";"3";"1";"5";"3";"4";"4";"4";"4";"3";"3";"3";"4";"2";"4";"2";"5";"1";"5";"3";"2";"3";"3";"3";"4";"2";"4";"2";"4";"4"
"134";"4";"1";"3";"2";"4";"1";"3";"4";"2";"4";"2";"4";"4";"4";"4";"3";"2";"2";"3";"2";"4";"4";"3";"4";"2";"5";"2";"5";"4";"4";"3";"2";"3";"3";"3";"2";"4";"3";"4";"3";"2";"3";"5";"3";"5";"1";"3";"2";"5";"5"
"135";"1";"4";"3";"4";"2";"2";"1";"5";"1";"5";"5";"2";"5";"1";"5";"1";"5";"5";"4";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"3";"4";"3";"2";"2";"5";"1";"4";"1";"5";"4";"3";"3";"5";"3";"4";"1";"3";"3";"5";"4"
"136";"1";"4";"3";"4";"2";"4";"2";"4";"2";"4";"3";"4";"4";"4";"2";"3";"4";"2";"2";"2";"1";"4";"1";"5";"3";"4";"2";"4";"5";"3";"2";"3";"4";"1";"2";"2";"3";"2";"3";"3";"2";"3";"3";"3";"3";"3";"4";"3";"3";"3"
"137";"2";"5";"4";"3";"5";"2";"2";"5";"1";"3";"4";"3";"4";"3";"2";"3";"4";"4";"3";"3";"5";"4";"3";"3";"1";"4";"2";"4";"3";"3";"3";"2";"2";"2";"3";"3";"4";"3";"4";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"2"
"138";"1";"3";"2";"3";"3";"3";"2";"5";"1";"3";"4";"2";"4";"4";"3";"4";"3";"3";"5";"4";"1";"4";"1";"4";"1";"5";"3";"4";"4";"3";"4";"3";"4";"3";"3";"2";"4";"3";"3";"3";"3";"2";"4";"2";"4";"2";"4";"3";"5";"4"
"139";"2";"2";"4";"2";"4";"2";"2";"4";"4";"5";"4";"2";"5";"2";"2";"2";"2";"1";"2";"2";"1";"4";"1";"5";"2";"5";"2";"4";"5";"4";"5";"1";"5";"1";"4";"1";"5";"2";"4";"5";"2";"2";"5";"2";"4";"2";"4";"2";"5";"4"
"140";"3";"2";"5";"5";"4";"1";"4";"2";"5";"2";"4";"5";"4";"4";"1";"2";"2";"2";"2";"1";"5";"4";"1";"5";"1";"5";"2";"5";"5";"5";"4";"4";"5";"2";"2";"4";"1";"2";"3";"3";"3";"2";"5";"1";"4";"1";"3";"3";"4";"5"
"141";"3";"1";"4";"2";"3";"1";"1";"3";"2";"5";"4";"3";"5";"4";"3";"3";"4";"2";"5";"2";"2";"2";"3";"2";"4";"5";"3";"1";"2";"3";"2";"3";"5";"4";"1";"5";"5";"3";"3";"3";"4";"2";"4";"3";"2";"3";"4";"5";"5";"3"
"142";"4";"1";"5";"1";"4";"2";"5";"3";"3";"2";"3";"4";"4";"2";"4";"2";"2";"2";"2";"1";"2";"4";"1";"4";"2";"4";"2";"4";"4";"4";"4";"3";"4";"2";"3";"3";"4";"2";"4";"4";"3";"3";"4";"2";"4";"1";"2";"3";"4";"4"
"143";"5";"4";"4";"3";"3";"3";"3";"3";"3";"3";"4";"4";"4";"3";"3";"3";"3";"3";"3";"3";"4";"4";"4";"5";"3";"3";"3";"3";"3";"3";"5";"4";"5";"5";"3";"3";"3";"3";"3";"3";"5";"4";"3";"3";"3";"3";"3";"3";"3";"3"
"144";"5";"1";"5";"1";"5";"1";"5";"1";"5";"2";"4";"2";"5";"2";"3";"4";"3";"3";"4";"3";"1";"5";"4";"4";"1";"4";"1";"5";"5";"5";"4";"2";"5";"1";"2";"1";"5";"1";"5";"5";"5";"1";"5";"1";"5";"1";"5";"5";"5";"4"
"145";"1";"2";"2";"4";"2";"4";"2";"4";"2";"5";"4";"2";"4";"2";"4";"4";"4";"2";"4";"3";"1";"4";"1";"4";"2";"4";"4";"4";"4";"2";"4";"4";"2";"4";"2";"2";"2";"2";"4";"4";"2";"2";"4";"2";"2";"2";"4";"2";"4";"2"
"146";"3";"3";"4";"2";"3";"3";"4";"3";"4";"3";"5";"2";"5";"1";"1";"1";"3";"4";"1";"5";"1";"5";"1";"5";"1";"4";"1";"5";"4";"3";"2";"5";"4";"5";"1";"5";"3";"3";"1";"3";"5";"1";"5";"1";"5";"2";"5";"5";"4";"5"
"147";"1";"5";"2";"5";"2";"5";"1";"5";"1";"4";"3";"2";"4";"1";"2";"1";"1";"2";"2";"4";"3";"3";"1";"3";"3";"3";"3";"3";"2";"3";"2";"1";"4";"2";"4";"4";"3";"3";"2";"2";"2";"3";"2";"3";"3";"3";"4";"2";"4";"3"
"148";"5";"1";"5";"1";"5";"1";"5";"1";"5";"1";"3";"1";"1";"1";"3";"5";"5";"5";"1";"3";"5";"0";"5";"1";"5";"1";"5";"1";"1";"5";"2";"1";"3";"5";"1";"3";"1";"3";"0";"1";"3";"3";"3";"3";"5";"1";"2";"3";"1";"3"
"149";"4";"1";"5";"2";"5";"1";"5";"3";"5";"2";"3";"4";"4";"3";"4";"2";"4";"4";"2";"3";"2";"5";"2";"4";"2";"5";"2";"5";"4";"4";"5";"5";"4";"3";"1";"3";"2";"3";"4";"4";"4";"5";"5";"2";"5";"4";"4";"2";"2";"5"
"150";"4";"4";"5";"2";"5";"3";"3";"5";"3";"4";"5";"4";"1";"4";"4";"4";"3";"1";"5";"2";"1";"3";"2";"5";"2";"5";"2";"5";"5";"5";"3";"1";"4";"3";"4";"2";"5";"1";"2";"4";"3";"1";"4";"2";"4";"1";"5";"2";"5";"4"
"151";"4";"1";"5";"1";"5";"1";"4";"2";"4";"4";"4";"2";"4";"2";"3";"3";"4";"2";"4";"2";"2";"4";"2";"3";"2";"2";"1";"4";"2";"4";"4";"3";"5";"1";"4";"2";"3";"1";"4";"3";"4";"3";"2";"3";"4";"2";"3";"2";"3";"4"
"152";"1";"2";"3";"3";"5";"2";"3";"3";"4";"5";"3";"4";"3";"5";"5";"2";"2";"3";"2";"1";"2";"4";"2";"5";"2";"2";"2";"4";"5";"5";"3";"4";"3";"2";"4";"3";"4";"1";"4";"3";"4";"1";"3";"3";"4";"2";"4";"4";"5";"4"
"153";"3";"2";"4";"3";"4";"2";"3";"4";"2";"2";"2";"4";"3";"2";"3";"2";"2";"1";"3";"4";"2";"3";"1";"4";"3";"4";"3";"3";"3";"4";"4";"2";"3";"2";"3";"1";"4";"1";"4";"3";"4";"3";"2";"3";"3";"3";"4";"4";"3";"3"
"154";"1";"3";"5";"3";"4";"2";"4";"3";"3";"3";"1";"4";"4";"4";"2";"1";"1";"1";"3";"1";"1";"5";"3";"4";"2";"4";"1";"4";"5";"3";"3";"1";"5";"1";"1";"3";"4";"3";"1";"4";"4";"2";"4";"1";"3";"1";"4";"4";"4";"4"
"155";"4";"2";"1";"3";"5";"1";"3";"3";"2";"4";"5";"3";"4";"1";"4";"5";"5";"5";"5";"5";"2";"4";"4";"4";"2";"4";"2";"4";"5";"3";"4";"2";"4";"4";"4";"4";"3";"2";"3";"3";"2";"1";"4";"1";"3";"2";"5";"3";"5";"4"
"156";"1";"2";"4";"3";"3";"3";"4";"5";"1";"3";"5";"1";"5";"2";"2";"3";"3";"2";"4";"4";"5";"5";"4";"4";"1";"5";"1";"5";"5";"5";"2";"4";"5";"3";"2";"4";"4";"4";"3";"3";"4";"2";"2";"3";"3";"2";"5";"3";"4";"5"
"157";"1";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"3";"5";"1";"4";"3";"3";"3";"4";"3";"3";"5";"4";"2";"4";"3";"3";"3";"2";"3";"5";"1";"5";"1";"4";"2";"5";"2";"5";"5";"5";"3";"5";"3";"5";"1";"3";"4";"4";"5"
"158";"4";"2";"5";"3";"4";"2";"0";"3";"5";"1";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"4";"4";"2";"4";"2";"5";"1";"5";"4";"5";"3";"2";"4";"1";"3";"4";"4";"1";"4";"5";"5";"1";"4";"2";"4";"5";"1";"4";"2";"5"
"159";"4";"0";"2";"3";"3";"2";"2";"4";"3";"4";"4";"2";"4";"2";"4";"4";"4";"4";"3";"4";"2";"5";"2";"4";"1";"3";"1";"3";"4";"5";"5";"4";"4";"4";"2";"4";"3";"2";"3";"3";"2";"1";"5";"1";"5";"1";"5";"4";"5";"5"
"160";"3";"3";"3";"5";"5";"5";"3";"3";"3";"5";"3";"1";"5";"3";"0";"3";"5";"3";"4";"2";"2";"3";"3";"5";"3";"3";"3";"1";"2";"2";"5";"5";"3";"5";"2";"1";"5";"1";"5";"4";"3";"3";"3";"3";"3";"1";"3";"3";"4";"3"
"161";"1";"5";"3";"4";"3";"2";"1";"4";"1";"5";"4";"3";"5";"3";"5";"3";"4";"2";"3";"2";"2";"3";"4";"4";"2";"4";"3";"3";"4";"1";"4";"4";"4";"4";"1";"4";"4";"1";"3";"4";"3";"2";"3";"1";"4";"3";"5";"3";"5";"3"
"162";"2";"4";"3";"4";"4";"1";"3";"5";"1";"4";"3";"3";"4";"5";"1";"1";"1";"1";"1";"1";"2";"3";"1";"5";"3";"3";"3";"4";"4";"4";"3";"4";"3";"1";"3";"2";"4";"2";"2";"4";"4";"2";"3";"1";"4";"2";"5";"4";"4";"3"
"163";"2";"4";"4";"4";"2";"3";"2";"4";"4";"5";"1";"4";"2";"2";"3";"2";"2";"2";"1";"4";"1";"5";"1";"5";"1";"4";"1";"5";"5";"4";"4";"3";"5";"2";"2";"2";"4";"3";"4";"3";"4";"2";"4";"3";"4";"1";"4";"3";"5";"4"
"164";"4";"2";"5";"1";"5";"1";"4";"4";"5";"2";"5";"1";"5";"5";"3";"3";"4";"3";"3";"1";"5";"5";"3";"5";"1";"3";"1";"0";"5";"3";"4";"4";"3";"3";"1";"5";"3";"3";"1";"4";"4";"1";"5";"1";"3";"1";"5";"5";"5";"4"
"165";"1";"3";"3";"5";"4";"4";"1";"5";"1";"5";"4";"2";"5";"1";"3";"5";"4";"3";"4";"4";"1";"5";"1";"5";"1";"5";"1";"4";"5";"3";"5";"5";"5";"3";"2";"4";"4";"1";"4";"5";"5";"2";"5";"2";"3";"1";"4";"5";"5";"4"
"166";"3";"1";"5";"2";"5";"1";"3";"3";"4";"2";"2";"4";"1";"5";"2";"1";"2";"1";"2";"1";"4";"5";"1";"5";"1";"4";"2";"4";"4";"5";"4";"5";"3";"2";"3";"2";"3";"2";"4";"4";"3";"4";"4";"3";"3";"1";"4";"2";"4";"4"
"167";"3";"3";"3";"3";"4";"3";"3";"4";"3";"4";"4";"2";"5";"3";"5";"4";"3";"2";"5";"2";"2";"3";"4";"2";"4";"4";"3";"1";"3";"4";"3";"1";"4";"2";"2";"1";"4";"3";"3";"4";"2";"2";"4";"2";"5";"1";"4";"2";"5";"4"
"168";"1";"4";"3";"4";"2";"2";"2";"5";"3";"5";"3";"3";"4";"2";"3";"1";"1";"1";"2";"2";"2";"4";"3";"5";"1";"3";"2";"4";"4";"3";"4";"1";"5";"1";"4";"1";"4";"2";"4";"3";"5";"2";"2";"3";"3";"3";"5";"2";"4";"2"
"169";"2";"4";"4";"4";"4";"4";"2";"5";"2";"5";"2";"5";"2";"2";"2";"2";"2";"4";"2";"2";"4";"4";"4";"4";"2";"2";"3";"4";"4";"5";"4";"4";"4";"4";"4";"4";"3";"3";"4";"4";"3";"2";"5";"1";"4";"1";"4";"2";"1";"5"
"170";"5";"3";"3";"3";"5";"3";"3";"1";"3";"1";"3";"3";"3";"3";"3";"3";"1";"3";"3";"3";"3";"5";"1";"1";"1";"5";"1";"3";"5";"1";"3";"1";"3";"3";"5";"1";"3";"1";"5";"5";"3";"3";"3";"3";"5";"1";"3";"3";"3";"5"
"171";"5";"1";"5";"1";"5";"1";"5";"1";"5";"2";"4";"2";"5";"4";"5";"4";"1";"1";"3";"2";"1";"5";"5";"5";"1";"5";"1";"5";"5";"5";"2";"5";"5";"4";"1";"5";"5";"4";"5";"2";"5";"2";"5";"1";"5";"1";"5";"2";"5";"5"
"172";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"173";"1";"1";"2";"5";"1";"1";"1";"5";"1";"5";"5";"1";"5";"3";"3";"5";"5";"5";"5";"5";"5";"5";"1";"5";"1";"5";"1";"5";"5";"4";"5";"5";"5";"5";"1";"5";"5";"3";"5";"3";"1";"3";"5";"1";"3";"1";"3";"1";"5";"3"
"174";"2";"3";"3";"5";"2";"2";"1";"4";"2";"2";"3";"4";"4";"2";"1";"2";"4";"2";"2";"3";"3";"2";"1";"4";"4";"2";"3";"3";"4";"5";"2";"2";"4";"3";"2";"2";"2";"1";"2";"4";"5";"1";"2";"2";"4";"3";"4";"3";"5";"2"
"175";"1";"2";"1";"2";"2";"5";"1";"5";"1";"5";"1";"3";"2";"5";"2";"2";"1";"2";"4";"1";"3";"3";"3";"3";"3";"2";"3";"4";"3";"2";"4";"1";"2";"1";"4";"1";"5";"1";"5";"4";"5";"1";"5";"5";"5";"2";"5";"5";"4";"5"
